0;-0.5257311;0.8506508;[ -0.5257311, 0.8506508, 0.0 ]
1;0.5257311;0.8506508;[ 0.5257311, 0.8506508, 0.0 ]
2;-0.5257311;-0.8506508;[ -0.5257311, -0.8506508, 0.0 ]
3;0.5257311;-0.8506508;[ 0.5257311, -0.8506508, 0.0 ]
4;0.0;-0.5257311;[ 0.0, -0.5257311, 0.8506508 ]
5;0.0;0.5257311;[ 0.0, 0.5257311, 0.8506508 ]
6;0.0;-0.5257311;[ 0.0, -0.5257311, -0.8506508 ]
7;0.0;0.5257311;[ 0.0, 0.5257311, -0.8506508 ]
8;0.8506508;0.0;[ 0.8506508, 0.0, -0.5257311 ]
9;0.8506508;0.0;[ 0.8506508, 0.0, 0.5257311 ]
10;-0.8506508;0.0;[ -0.8506508, 0.0, -0.5257311 ]
11;-0.8506508;0.0;[ -0.8506508, 0.0, 0.5257311 ]
12;-0.809017;0.5;[ -0.809017, 0.5, 0.30901697 ]
13;-0.5;0.30901697;[ -0.5, 0.30901697, 0.809017 ]
14;-0.30901697;0.809017;[ -0.30901697, 0.809017, 0.5 ]
15;-0.30901697;0.809017;[ -0.30901697, 0.809017, 0.5 ]
16;0.30901697;0.809017;[ 0.30901697, 0.809017, 0.5 ]
17;0.0;1.0;[ 0.0, 1.0, 0.0 ]
18;0.0;1.0;[ 0.0, 1.0, 0.0 ]
19;0.30901697;0.809017;[ 0.30901697, 0.809017, -0.5 ]
20;-0.30901697;0.809017;[ -0.30901697, 0.809017, -0.5 ]
21;-0.30901697;0.809017;[ -0.30901697, 0.809017, -0.5 ]
22;-0.5;0.30901697;[ -0.5, 0.30901697, -0.809017 ]
23;-0.809017;0.5;[ -0.809017, 0.5, -0.30901697 ]
24;-0.809017;0.5;[ -0.809017, 0.5, -0.30901697 ]
25;-1.0;0.0;[ -1.0, 0.0, 0.0 ]
26;-0.809017;0.5;[ -0.809017, 0.5, 0.30901697 ]
27;0.30901697;0.809017;[ 0.30901697, 0.809017, 0.5 ]
28;0.5;0.30901697;[ 0.5, 0.30901697, 0.809017 ]
29;0.809017;0.5;[ 0.809017, 0.5, 0.30901697 ]
30;-0.5;0.30901697;[ -0.5, 0.30901697, 0.809017 ]
31;-0.5;-0.30901697;[ -0.5, -0.30901697, 0.809017 ]
32;0.0;0.0;[ 0.0, 0.0, 1.0 ]
33;-1.0;0.0;[ -1.0, 0.0, 0.0 ]
34;-0.809017;-0.5;[ -0.809017, -0.5, -0.30901697 ]
35;-0.809017;-0.5;[ -0.809017, -0.5, 0.30901697 ]
36;-0.5;0.30901697;[ -0.5, 0.30901697, -0.809017 ]
37;0.0;0.0;[ 0.0, 0.0, -1.0 ]
38;-0.5;-0.30901697;[ -0.5, -0.30901697, -0.809017 ]
39;0.30901697;0.809017;[ 0.30901697, 0.809017, -0.5 ]
40;0.809017;0.5;[ 0.809017, 0.5, -0.30901697 ]
41;0.5;0.30901697;[ 0.5, 0.30901697, -0.809017 ]
42;0.809017;-0.5;[ 0.809017, -0.5, 0.30901697 ]
43;0.5;-0.30901697;[ 0.5, -0.30901697, 0.809017 ]
44;0.30901697;-0.809017;[ 0.30901697, -0.809017, 0.5 ]
45;0.30901697;-0.809017;[ 0.30901697, -0.809017, 0.5 ]
46;-0.30901697;-0.809017;[ -0.30901697, -0.809017, 0.5 ]
47;0.0;-1.0;[ 0.0, -1.0, 0.0 ]
48;0.0;-1.0;[ 0.0, -1.0, 0.0 ]
49;-0.30901697;-0.809017;[ -0.30901697, -0.809017, -0.5 ]
50;0.30901697;-0.809017;[ 0.30901697, -0.809017, -0.5 ]
51;0.30901697;-0.809017;[ 0.30901697, -0.809017, -0.5 ]
52;0.5;-0.30901697;[ 0.5, -0.30901697, -0.809017 ]
53;0.809017;-0.5;[ 0.809017, -0.5, -0.30901697 ]
54;0.809017;-0.5;[ 0.809017, -0.5, -0.30901697 ]
55;1.0;0.0;[ 1.0, 0.0, 0.0 ]
56;0.809017;-0.5;[ 0.809017, -0.5, 0.30901697 ]
57;0.5;-0.30901697;[ 0.5, -0.30901697, 0.809017 ]
58;0.5;0.30901697;[ 0.5, 0.30901697, 0.809017 ]
59;0.0;0.0;[ 0.0, 0.0, 1.0 ]
60;-0.30901697;-0.809017;[ -0.30901697, -0.809017, 0.5 ]
61;-0.5;-0.30901697;[ -0.5, -0.30901697, 0.809017 ]
62;-0.809017;-0.5;[ -0.809017, -0.5, 0.30901697 ]
63;-0.30901697;-0.809017;[ -0.30901697, -0.809017, -0.5 ]
64;-0.809017;-0.5;[ -0.809017, -0.5, -0.30901697 ]
65;-0.5;-0.30901697;[ -0.5, -0.30901697, -0.809017 ]
66;0.5;-0.30901697;[ 0.5, -0.30901697, -0.809017 ]
67;0.0;0.0;[ 0.0, 0.0, -1.0 ]
68;0.5;0.30901697;[ 0.5, 0.30901697, -0.809017 ]
69;1.0;0.0;[ 1.0, 0.0, 0.0 ]
70;0.809017;0.5;[ 0.809017, 0.5, -0.30901697 ]
71;0.809017;0.5;[ 0.809017, 0.5, 0.30901697 ]
72;-0.6937805;0.7020465;[ -0.6937805, 0.7020465, 0.16062205 ]
73;-0.5877853;0.68819094;[ -0.5877853, 0.68819094, 0.4253254 ]
74;-0.43388855;0.86266845;[ -0.43388855, 0.86266845, 0.25989193 ]
75;-0.70204645;0.16062203;[ -0.70204645, 0.16062203, 0.6937805 ]
76;-0.68819094;0.4253254;[ -0.68819094, 0.4253254, 0.5877853 ]
77;-0.86266845;0.25989193;[ -0.86266845, 0.25989193, 0.43388855 ]
78;-0.16062203;0.6937805;[ -0.16062203, 0.6937805, 0.70204645 ]
79;-0.4253254;0.5877853;[ -0.4253254, 0.5877853, 0.68819094 ]
80;-0.25989193;0.43388855;[ -0.25989193, 0.43388855, 0.86266845 ]
81;-0.68819094;0.4253254;[ -0.68819094, 0.4253254, 0.58778524 ]
82;-0.42532542;0.58778524;[ -0.42532542, 0.58778524, 0.688191 ]
83;-0.58778524;0.68819094;[ -0.58778524, 0.68819094, 0.4253254 ]
84;-0.43388855;0.86266845;[ -0.43388855, 0.86266845, 0.25989193 ]
85;-0.16245985;0.95105654;[ -0.16245985, 0.95105654, 0.26286557 ]
86;-0.2732665;0.9619383;[ -0.2732665, 0.9619383, 0.0 ]
87;0.16062203;0.6937805;[ 0.16062203, 0.6937805, 0.70204645 ]
88;0.0;0.8506508;[ 0.0, 0.8506508, 0.5257311 ]
89;-0.16062203;0.6937805;[ -0.16062203, 0.6937805, 0.70204645 ]
90;0.2732665;0.9619383;[ 0.2732665, 0.9619383, 0.0 ]
91;0.16245985;0.95105654;[ 0.16245985, 0.95105654, 0.26286557 ]
92;0.43388855;0.86266845;[ 0.43388855, 0.86266845, 0.25989193 ]
93;0.0;0.8506508;[ 0.0, 0.8506508, 0.5257311 ]
94;0.16245985;0.95105654;[ 0.16245985, 0.95105654, 0.26286557 ]
95;-0.16245985;0.95105654;[ -0.16245985, 0.95105654, 0.26286557 ]
96;-0.2732665;0.9619383;[ -0.2732665, 0.9619383, 0.0 ]
97;-0.16245985;0.95105654;[ -0.16245985, 0.95105654, -0.26286557 ]
98;-0.43388855;0.86266845;[ -0.43388855, 0.86266845, -0.25989193 ]
99;0.43388855;0.86266845;[ 0.43388855, 0.86266845, -0.25989193 ]
100;0.16245985;0.95105654;[ 0.16245985, 0.95105654, -0.26286557 ]
101;0.2732665;0.9619383;[ 0.2732665, 0.9619383, 0.0 ]
102;-0.16062203;0.6937805;[ -0.16062203, 0.6937805, -0.70204645 ]
103;0.0;0.8506508;[ 0.0, 0.8506508, -0.5257311 ]
104;0.16062203;0.6937805;[ 0.16062203, 0.6937805, -0.70204645 ]
105;0.16245985;0.95105654;[ 0.16245985, 0.95105654, -0.26286557 ]
106;0.0;0.8506508;[ 0.0, 0.8506508, -0.5257311 ]
107;-0.16245985;0.95105654;[ -0.16245985, 0.95105654, -0.26286557 ]
108;-0.43388855;0.86266845;[ -0.43388855, 0.86266845, -0.25989193 ]
109;-0.58778524;0.68819094;[ -0.58778524, 0.68819094, -0.4253254 ]
110;-0.6937805;0.7020465;[ -0.6937805, 0.7020465, -0.16062205 ]
111;-0.25989193;0.43388855;[ -0.25989193, 0.43388855, -0.86266845 ]
112;-0.42532542;0.58778524;[ -0.42532542, 0.58778524, -0.688191 ]
